"cod_rgint";"interp_homem_60_69_2000";"interp_homem_60_69_2001";"interp_homem_60_69_2002";"interp_homem_60_69_2003";"interp_homem_60_69_2004";"interp_homem_60_69_2005";"interp_homem_60_69_2006";"interp_homem_60_69_2007";"interp_homem_60_69_2008";"interp_homem_60_69_2009";"interp_homem_60_69_2010";"interp_homem_60_69_2011";"interp_homem_60_69_2012";"interp_homem_60_69_2013";"interp_homem_60_69_2014";"interp_homem_60_69_2015";"interp_homem_60_69_2016";"interp_homem_60_69_2017";"interp_homem_60_69_2018";"interp_homem_60_69_2019";"interp_homem_60_69_2020";"interp_homem_60_69_2021";"interp_homem_60_69_2022";"interp_homem_60_69_2023";"interp_homem_60_60_2024";"interp_mulher_60_69_2000";"interp_mulher_60_69_2001";"interp_mulher_60_69_2002";"interp_mulher_60_69_2003";"interp_mulher_60_69_2004";"interp_mulher_60_69_2005";"interp_mulher_60_69_2006";"interp_mulher_60_69_2007";"interp_mulher_60_69_2008";"interp_mulher_60_69_2009";"interp_mulher_60_69_2010";"interp_mulher_60_69_2011";"interp_mulher_60_69_2012";"interp_mulher_60_69_2013";"interp_mulher_60_69_2014";"interp_mulher_60_69_2015";"interp_mulher_60_69_2016";"interp_mulher_60_69_2017";"interp_mulher_60_69_2018";"interp_mulher_60_69_2019";"interp_mulher_60_69_2020";"interp_mulher_60_69_2021";"interp_mulher_60_69_2022";"interp_mulher_60_69_2023";"interp_mulher_60_69_2024";"interp_homem_70_79_2000";"interp_homem_70_79_2001";"interp_homem_70_79_2002";"interp_homem_70_79_2003";"interp_homem_70_79_2004";"interp_homem_70_79_2005";"interp_homem_70_79_2006";"interp_homem_70_79_2007";"interp_homem_70_79_2008";"interp_homem_70_79_2009";"interp_homem_70_79_2010";"interp_homem_70_79_2011";"interp_homem_70_79_2012";"interp_homem_70_79_2013";"interp_homem_70_79_2014";"interp_homem_70_79_2015";"interp_homem_70_79_2016";"interp_homem_70_79_2017";"interp_homem_70_79_2018";"interp_homem_70_79_2019";"interp_homem_70_79_2020";"interp_homem_70_79_2021";"interp_homem_70_79_2022";"interp_homem_70_79_2023";"interp_homem_60_60_2024";"interp_mulher_70_79_2000";"interp_mulher_70_79_2001";"interp_mulher_70_79_2002";"interp_mulher_70_79_2003";"interp_mulher_70_79_2004";"interp_mulher_70_79_2005";"interp_mulher_70_79_2006";"interp_mulher_70_79_2007";"interp_mulher_70_79_2008";"interp_mulher_70_79_2009";"interp_mulher_70_79_2010";"interp_mulher_70_79_2011";"interp_mulher_70_79_2012";"interp_mulher_70_79_2013";"interp_mulher_70_79_2014";"interp_mulher_70_79_2015";"interp_mulher_70_79_2016";"interp_mulher_70_79_2017";"interp_mulher_70_79_2018";"interp_mulher_70_79_2019";"interp_mulher_70_79_2020";"interp_mulher_70_79_2021";"interp_mulher_70_79_2022";"interp_mulher_70_79_2023";"interp_mulher_70_79_2024";"interp_homem_80_mais_2000";"interp_homem_80_mais_2001";"interp_homem_80_mais_2002";"interp_homem_80_mais_2003";"interp_homem_80_mais_2004";"interp_homem_80_mais_2005";"interp_homem_80_mais_2006";"interp_homem_80_mais_2007";"interp_homem_80_mais_2008";"interp_homem_80_mais_2009";"interp_homem_80_mais_2010";"interp_homem_80_mais_2011";"interp_homem_80_mais_2012";"interp_homem_80_mais_2013";"interp_homem_80_mais_2014";"interp_homem_80_mais_2015";"interp_homem_80_mais_2016";"interp_homem_80_mais_2017";"interp_homem_80_mais_2018";"interp_homem_80_mais_2019";"interp_homem_80_mais_2020";"interp_homem_80_mais_2021";"interp_homem_80_mais_2022";"interp_homem_80_mais_2023";"interp_homem_60_60_2024";"interp_mulher_80_mais_2000";"interp_mulher_80_mais_2001";"interp_mulher_80_mais_2002";"interp_mulher_80_mais_2003";"interp_mulher_80_mais_2004";"interp_mulher_80_mais_2005";"interp_mulher_80_mais_2006";"interp_mulher_80_mais_2007";"interp_mulher_80_mais_2008";"interp_mulher_80_mais_2009";"interp_mulher_80_mais_2010";"interp_mulher_80_mais_2011";"interp_mulher_80_mais_2012";"interp_mulher_80_mais_2013";"interp_mulher_80_mais_2014";"interp_mulher_80_mais_2015";"interp_mulher_80_mais_2016";"interp_mulher_80_mais_2017";"interp_mulher_80_mais_2018";"interp_mulher_80_mais_2019";"interp_mulher_80_mais_2020";"interp_mulher_80_mais_2021";"interp_mulher_80_mais_2022";"interp_mulher_80_mais_2023";"interp_mulher_80_mais_2024"
3109;30789;31813;32871;33964;35094;36261;37467;38713;40000;41330;42705;44362;46084;47872;49730;51660;53665;55747;57911;60158;62493;64918;67437;70054;72773;32593;33609;34657;35738;36852;38001;39186;40407;41667;42966;44306;46158;48088;50098;52192;54374;56646;59014;61481;64051;66729;69518;72424;75451;78605;17204;17741;18294;18865;19453;20060;20686;21331;21996;22682;23390;24302;25250;26235;27258;28321;29426;30574;31766;33005;34293;35630;37020;38464;39964;19039;19675;20333;21012;21714;22440;23190;23964;24765;25593;26448;27412;28411;29446;30519;31632;32784;33979;35218;36501;37831;39210;40639;42120;43655;5970;6254;6552;6864;7191;7534;7893;8268;8662;9075;9507;9861;10229;10610;11005;11416;11841;12282;12740;13215;13707;14218;14748;15298;15868;7644;8048;8474;8922;9393;9890;10413;10963;11543;12153;12796;13305;13835;14385;14958;15553;16172;16815;17484;18180;18904;19656;20438;21251;22097
3110;16130;16647;17180;17730;18298;18883;19488;20112;20756;21421;22107;23003;23935;24905;25914;26964;28057;29194;30377;31608;32889;34221;35608;37051;38552;17697;18253;18827;19418;20028;20657;21306;21976;22666;23378;24113;25119;26167;27258;28395;29579;30813;32098;33437;34832;36285;37798;39375;41017;42728;8101;8417;8745;9086;9440;9808;10190;10587;11000;11429;11874;12295;12732;13184;13651;14136;14637;15157;15695;16252;16828;17426;18044;18684;19347;9532;9926;10336;10763;11208;11671;12153;12655;13178;13722;14289;14788;15305;15839;16392;16965;17557;18170;18805;19462;20142;20845;21573;22326;23106;3029;3160;3298;3441;3590;3746;3909;4078;4255;4440;4633;4805;4984;5169;5361;5560;5767;5982;6204;6434;6674;6922;7179;7446;7723;4085;4285;4495;4716;4947;5190;5444;5711;5991;6285;6593;6871;7160;7462;7777;8105;8446;8802;9173;9560;9963;10382;10820;11276;11751
3111;22927;23738;24578;25447;26347;27279;28244;29243;30277;31348;32457;33683;34956;36276;37647;39069;40545;42077;43667;45316;47028;48805;50649;52563;54548;24716;25627;26571;27550;28565;29618;30709;31841;33014;34231;35492;37030;38634;40308;42054;43876;45777;47760;49829;51988;54240;56590;59042;61600;64269;11350;11839;12350;12882;13438;14017;14621;15252;15910;16595;17311;17958;18629;19325;20047;20796;21573;22379;23215;24082;24982;25916;26884;27888;28930;13159;13771;14411;15081;15783;16517;17285;18088;18930;19810;20731;21520;22340;23191;24074;24991;25942;26930;27956;29021;30126;31273;32464;33700;34984;4096;4317;4551;4797;5056;5330;5618;5922;6242;6579;6935;7230;7537;7857;8190;8538;8901;9279;9673;10084;10512;10959;11424;11909;12415;5426;5751;6096;6461;6848;7259;7694;8155;8644;9162;9711;10170;10650;11153;11679;12231;12808;13413;14047;14710;15405;16132;16894;17692;18527
3112;16212;16783;17374;17987;18620;19276;19956;20659;21386;22140;22920;23872;24864;25897;26973;28094;29261;30477;31743;33062;34436;35867;37357;38909;40526;16697;17240;17800;18379;18976;19593;20230;20887;21566;22267;22991;23972;24996;26062;27175;28335;29544;30805;32120;33491;34920;36411;37965;39585;41275;7729;8082;8451;8836;9240;9661;10102;10564;11046;11550;12077;12532;13004;13493;14001;14529;15076;15643;16232;16844;17478;18136;18819;19528;20263;8454;8853;9271;9709;10167;10647;11150;11676;12227;12805;13409;13889;14385;14900;15433;15985;16556;17148;17762;18397;19055;19736;20442;21173;21930;2682;2826;2978;3138;3306;3484;3671;3868;4076;4295;4526;4734;4951;5178;5415;5663;5923;6195;6479;6776;7086;7411;7751;8106;8478;3520;3718;3927;4148;4381;4627;4887;5162;5452;5758;6082;6367;6664;6976;7303;7644;8002;8376;8768;9178;9608;10057;10528;11021;11536
3113;27104;27948;28818;29715;30640;31594;32577;33591;34637;35715;36827;38470;40186;41978;43850;45806;47849;49984;52213;54542;56975;59516;62171;64944;67841;29555;30486;31447;32438;33460;34514;35602;36724;37881;39075;40306;42092;43958;45906;47940;50064;52283;54600;57020;59546;62185;64941;67819;70824;73963;13522;14086;14673;15284;15921;16585;17276;17996;18746;19527;20341;21127;21944;22792;23674;24589;25539;26527;27552;28617;29723;30873;32066;33306;34593;16623;17259;17919;18605;19317;20056;20823;21620;22447;23306;24198;25087;26009;26964;27955;28982;30046;31150;32294;33481;34711;35986;37308;38679;40100;4659;4890;5132;5386;5653;5933;6227;6536;6859;7199;7556;7941;8346;8771;9218;9687;10181;10699;11244;11817;12419;13052;13717;14416;15150;6950;7301;7670;8058;8465;8893;9342;9814;10310;10831;11378;11903;12453;13028;13630;14259;14917;15606;16327;17081;17870;18695;19558;20461;21406
3201;33411;34779;36203;37685;39228;40834;42506;44247;46058;47944;49907;52604;55447;58443;61601;64930;68439;72137;76035;80144;84475;89040;93852;98924;104269;39970;41559;43212;44931;46717;48575;50507;52515;54604;56775;59033;62242;65626;69194;72956;76922;81104;85514;90163;95065;100233;105682;111428;117486;123873;16667;17352;18066;18808;19581;20386;21225;22097;23006;23951;24936;26136;27393;28711;30092;31540;33057;34647;36314;38061;39892;41812;43823;45931;48141;21715;22702;23733;24812;25939;27117;28350;29638;30984;32392;33864;35384;36971;38631;40364;42175;44068;46046;48112;50271;52527;54884;57347;59920;62609;5363;5695;6048;6422;6819;7242;7690;8166;8671;9208;9778;10244;10732;11244;11780;12342;12930;13546;14192;14869;15577;16320;17098;17913;18767;9131;9712;10330;10987;11686;12430;13221;14062;14957;15909;16921;17762;18644;19570;20543;21563;22634;23759;24939;26178;27479;28844;30277;31781;33360
3202;9454;9786;10130;10487;10855;11237;11632;12041;12464;12902;13356;14030;14737;15480;16261;17081;17942;18847;19798;20796;21845;22947;24104;25320;26597;9967;10322;10689;11070;11464;11872;12294;12732;13185;13654;14140;14888;15676;16505;17379;18298;19266;20286;21359;22489;23679;24932;26251;27640;29102;5191;5359;5533;5712;5897;6088;6285;6489;6699;6916;7140;7442;7757;8085;8426;8783;9154;9541;9944;10365;10803;11260;11736;12232;12749;5117;5367;5629;5903;6192;6494;6811;7143;7492;7857;8241;8562;8896;9242;9602;9977;10365;10769;11189;11625;12078;12548;13037;13545;14073;1906;2005;2109;2219;2334;2455;2582;2717;2858;3006;3162;3282;3406;3535;3670;3809;3953;4103;4258;4420;4588;4761;4942;5129;5324;2379;2507;2642;2784;2934;3092;3258;3433;3618;3813;4018;4204;4400;4604;4817;5041;5275;5520;5776;6044;6324;6618;6925;7246;7583
3203;10359;10559;10763;10970;11182;11397;11617;11841;12070;12303;12540;13110;13706;14329;14980;15661;16373;17117;17895;18708;19559;20448;21377;22349;23364;11178;11416;11658;11906;12159;12417;12681;12951;13226;13507;13794;14387;15005;15649;16321;17022;17754;18516;19312;20141;21006;21909;22850;23832;24855;5640;5816;5997;6184;6377;6576;6781;6993;7211;7436;7668;7879;8095;8318;8547;8781;9023;9271;9526;9788;10057;10333;10617;10909;11209;5888;6129;6379;6640;6912;7194;7488;7794;8113;8445;8790;9047;9312;9585;9866;10155;10452;10758;11074;11398;11732;12075;12429;12793;13168;2111;2209;2312;2420;2532;2650;2773;2903;3038;3179;3327;3447;3571;3699;3832;3970;4113;4261;4414;4573;4738;4908;5085;5268;5458;2670;2799;2934;3076;3225;3381;3544;3716;3895;4084;4281;4468;4662;4866;5078;5299;5530;5771;6023;6286;6560;6846;7144;7455;7780
3204;13908;14252;14605;14966;15336;15716;16105;16503;16912;17330;17759;18560;19396;20271;21184;22139;23138;24181;25271;26410;27600;28845;30145;31504;32924;14912;15276;15649;16031;16422;16823;17233;17654;18085;18526;18978;19833;20726;21659;22634;23654;24719;25832;26995;28211;29481;30809;32196;33646;35161;7826;8051;8283;8521;8766;9018;9278;9544;9819;10101;10392;10733;11085;11448;11824;12212;12612;13026;13453;13894;14350;14821;15307;15809;16328;8671;8952;9241;9540;9849;10168;10497;10837;11187;11549;11923;12281;12650;13030;13422;13825;14241;14669;15109;15563;16031;16513;17009;17520;18047;2903;3037;3178;3325;3478;3639;3807;3983;4168;4360;4562;4715;4873;5036;5205;5380;5560;5747;5939;6139;6344;6557;6777;7004;7239;3859;4049;4248;4456;4675;4905;5146;5399;5665;5943;6235;6466;6705;6953;7210;7477;7754;8040;8338;8646;8966;9298;9642;9999;10369
3301;294224;301686;309337;317181;325225;333473;341930;350602;359493;368610;377958;389901;402222;414931;428043;441569;455522;469916;484765;500083;515885;532186;549003;566351;584247;387675;397315;407194;417320;427697;438332;449231;460402;471850;483583;495608;510764;526384;542481;559071;576168;593788;611946;630660;649947;669823;690307;711417;733173;755594;154245;158159;162172;166287;170507;174833;179269;183818;188482;193265;198169;203785;209560;215499;221606;227887;234345;240986;247816;254839;262061;269488;277125;284979;293055;239473;245379;251432;257633;263987;270498;277170;284006;291011;298188;305543;313223;321095;329166;337439;345921;354615;363528;372666;382032;391634;401478;411569;421914;432518;47748;50056;52476;55012;57671;60459;63382;66445;69657;73024;76554;78782;81075;83434;85862;88361;90932;93579;96302;99104;101989;104957;108011;111154;114389;100322;105322;110572;116083;121869;127943;134320;141014;148043;155422;163168;167494;171934;176492;181171;185974;190905;195966;201161;206494;211968;217588;223356;229277;235356
3302;22055;22842;23657;24502;25376;26282;27220;28191;29198;30240;31319;32595;33923;35305;36743;38240;39798;41420;43107;44863;46691;48593;50573;52633;54778;26493;27385;28308;29261;30247;31266;32319;33408;34533;35697;36899;38485;40139;41864;43663;45540;47497;49538;51667;53888;56204;58620;61139;63767;66507;11939;12288;12648;13017;13398;13790;14193;14608;15036;15475;15928;16547;17191;17859;18553;19275;20024;20802;21611;22451;23324;24231;25173;26152;27168;15380;15905;16448;17010;17591;18191;18812;19454;20119;20806;21516;22315;23145;24005;24896;25821;26781;27776;28808;29878;30988;32140;33334;34573;35857;3700;3900;4111;4333;4567;4813;5074;5348;5637;5941;6262;6492;6730;6977;7233;7499;7774;8059;8355;8662;8980;9309;9651;10005;10372;5994;6367;6764;7185;7632;8107;8612;9148;9718;10323;10966;11367;11782;12212;12658;13120;13600;14096;14611;15145;15698;16272;16866;17482;18121
3303;24112;24868;25647;26451;27280;28135;29017;29926;30864;31831;32829;33869;34941;36048;37189;38367;39582;40835;42128;43462;44838;46258;47723;49234;50793;28443;29385;30358;31364;32403;33476;34584;35730;36913;38136;39399;40662;41966;43311;44699;46132;47611;49137;50713;52338;54016;55748;57535;59379;61283;13280;13634;13998;14371;14755;15148;15552;15967;16393;16830;17279;17883;18508;19155;19825;20518;21236;21978;22746;23542;24365;25216;26098;27010;27955;17418;17925;18446;18983;19535;20103;20688;21290;21909;22546;23202;23986;24797;25636;26502;27398;28325;29282;30272;31295;32353;33447;34578;35747;36955;4390;4597;4814;5041;5279;5528;5789;6063;6349;6648;6962;7212;7472;7740;8019;8307;8606;8915;9236;9568;9912;10269;10638;11021;11417;7709;8088;8486;8904;9342;9802;10284;10790;11321;11878;12463;12871;13292;13726;14175;14639;15118;15612;16123;16650;17195;17757;18338;18938;19557
3304;23006;23588;24184;24795;25422;26065;26724;27400;28093;28803;29531;30568;31640;32751;33901;35090;36322;37597;38917;40283;41697;43160;44675;46243;47866;26261;26978;27715;28472;29250;30049;30870;31713;32580;33470;34384;35600;36858;38161;39510;40907;42353;43850;45400;47005;48667;50388;52169;54013;55923;12966;13290;13622;13962;14311;14669;15035;15411;15796;16190;16595;17082;17583;18100;18631;19178;19740;20320;20916;21530;22162;22812;23482;24171;24881;15166;15639;16127;16630;17149;17684;18236;18805;19392;19997;20621;21264;21926;22609;23314;24040;24789;25562;26358;27179;28026;28900;29800;30729;31686;4968;5145;5329;5519;5716;5919;6131;6349;6576;6810;7053;7265;7483;7708;7939;8177;8423;8676;8936;9205;9481;9766;10059;10361;10672;7213;7502;7802;8114;8439;8777;9128;9493;9873;10268;10679;11019;11369;11731;12104;12489;12886;13296;13719;14156;14606;15071;15550;16045;16555
3305;13599;14440;15334;16282;17289;18359;19495;20701;21981;23341;24785;26204;27704;29290;30967;32740;34615;36597;38692;40907;43249;45725;48343;51111;54037;13918;14892;15934;17049;18242;19519;20885;22347;23910;25584;27374;29042;30813;32691;34683;36797;39040;41420;43944;46623;49464;52479;55678;59072;62672;6443;6879;7345;7842;8373;8940;9545;10191;10881;11618;12404;13085;13804;14562;15362;16206;17096;18036;19026;20071;21174;22337;23564;24858;26224;7262;7778;8330;8922;9556;10235;10962;11740;12574;13467;14424;15269;16164;17111;18113;19175;20298;21488;22747;24079;25490;26984;28565;30239;32010;2185;2324;2473;2630;2798;2977;3166;3368;3583;3812;4055;4303;4566;4845;5142;5456;5790;6144;6520;6918;7342;7791;8267;8773;9309;3167;3412;3677;3962;4268;4599;4955;5339;5753;6199;6679;7076;7496;7942;8413;8913;9443;10004;10598;11228;11895;12601;13350;14143;14983
3501;402039;416482;431444;446944;463000;479633;496864;514713;533204;552360;572203;594921;618541;643098;668631;695177;722777;751473;781309;812329;844580;878112;912975;949222;986909;509903;528445;547661;567576;588215;609605;631772;654746;678554;703229;728801;758852;790143;822724;856648;891971;928751;967047;1006922;1048441;1091673;1136687;1183557;1232360;1283175;203794;210304;217021;223953;231106;238488;246106;253967;262079;270450;279089;290876;303161;315964;329309;343217;357712;372819;388565;404976;422079;439905;458484;477847;498029;301582;311370;321475;331909;342681;353803;365286;377141;389381;402018;415066;431792;449192;467292;486123;505712;526090;547290;569344;592287;616154;640983;666812;693682;721635;61409;64953;68702;72667;76862;81298;85990;90953;96203;101755;107628;112221;117009;122002;127208;132637;138297;144198;150351;156767;163456;170431;177704;185287;193194;119921;127204;134929;143124;151816;161036;170815;181189;192193;203865;216246;224706;233497;242631;252123;261987;272236;282886;293953;305453;317403;329820;342723;356131;370063
3502;59787;61887;64060;66310;68639;71050;73546;76129;78802;81570;84435;87966;91645;95478;99471;103632;107966;112481;117185;122086;127192;132512;138054;143828;149843;63223;65466;67789;70195;72686;75265;77935;80701;83564;86530;89600;93698;97984;102465;107152;112053;117178;122537;128141;134002;140131;146541;153243;160252;167582;31017;32113;33248;34423;35639;36899;38203;39553;40951;42398;43896;45704;47586;49546;51586;53711;55923;58226;60624;63121;65720;68427;71245;74179;77234;35760;37099;38488;39929;41424;42975;44584;46254;47985;49782;51646;53757;55955;58243;60624;63102;65682;68367;71162;74072;77100;80252;83533;86948;90503;10055;10565;11102;11665;12257;12879;13533;14220;14942;15700;16497;17174;17879;18613;19377;20172;21000;21862;22759;23693;24666;25678;26732;27829;28971;13734;14551;15416;16332;17303;18332;19422;20576;21800;23096;24469;25467;26505;27586;28711;29882;31101;32369;33689;35063;36493;37981;39530;41142;42820
3503;32588;33390;34212;35055;35918;36802;37708;38636;39588;40562;41561;43132;44761;46453;48208;50030;51920;53882;55919;58032;60224;62500;64862;67313;69857;37498;38419;39362;40329;41319;42333;43373;44438;45529;46647;47792;49640;51560;53554;55625;57776;60011;62331;64742;67246;69846;72547;75353;78267;81294;18161;18639;19130;19633;20150;20680;21225;21783;22357;22945;23549;24264;25001;25760;26542;27348;28179;29035;29916;30825;31761;32725;33719;34743;35798;22930;23623;24338;25074;25832;26613;27417;28246;29101;29980;30887;31770;32679;33614;34575;35564;36581;37627;38703;39810;40948;42119;43324;44563;45837;6344;6611;6890;7180;7483;7798;8127;8469;8826;9198;9586;9904;10232;10571;10922;11284;11658;12045;12444;12856;13283;13723;14178;14648;15134;9687;10174;10686;11224;11788;12381;13004;13658;14345;15067;15825;16330;16852;17390;17945;18518;19110;19720;20350;20999;21670;22362;23076;23813;24573
3504;27370;28037;28719;29419;30135;30869;31621;32391;33179;33987;34815;35874;36965;38089;39248;40442;41672;42939;44245;45591;46978;48407;49879;51396;52959;31047;31851;32675;33521;34388;35279;36192;37129;38090;39076;40087;41359;42672;44027;45424;46866;48353;49888;51471;53105;54791;56530;58324;60175;62085;15301;15702;16114;16537;16971;17416;17873;18342;18823;19317;19824;20383;20957;21547;22155;22779;23421;24081;24759;25457;26174;26912;27670;28450;29251;18288;18866;19462;20077;20711;21365;22040;22736;23455;24196;24960;25701;26464;27250;28060;28893;29751;30634;31544;32481;33445;34438;35461;36514;37598;5359;5583;5817;6060;6313;6577;6853;7139;7438;7749;8073;8320;8575;8837;9107;9386;9673;9969;10274;10589;10913;11247;11591;11946;12311;7469;7863;8277;8714;9173;9657;10166;10702;11266;11860;12485;12896;13321;13759;14212;14680;15164;15663;16179;16711;17262;17830;18417;19023;19650
3505;24929;25401;25882;26372;26872;27381;27900;28428;28966;29515;30074;31040;32037;33065;34127;35223;36354;37522;38727;39970;41254;42579;43946;45357;46814;26512;27202;27911;28638;29384;30149;30934;31740;32567;33415;34285;35427;36608;37827;39088;40390;41735;43126;44563;46047;47582;49167;50805;52498;54247;13970;14355;14750;15156;15574;16003;16443;16896;17362;17840;18331;18765;19209;19664;20129;20606;21093;21593;22104;22627;23163;23711;24272;24847;25435;14736;15280;15845;16430;17037;17666;18319;18995;19697;20425;21179;21806;22452;23117;23802;24506;25232;25979;26749;27541;28357;29196;30061;30951;31868;4913;5132;5361;5600;5849;6110;6383;6667;6964;7275;7599;7830;8068;8314;8566;8827;9095;9372;9657;9950;10253;10565;10886;11217;11558;5747;6065;6400;6754;7127;7521;7936;8375;8838;9327;9842;10245;10665;11102;11557;12030;12523;13036;13570;14127;14705;15308;15935;16588;17268
3506;20281;20802;21335;21883;22445;23021;23612;24218;24839;25477;26131;26978;27853;28757;29689;30652;31646;32673;33732;34826;35956;37122;38326;39569;40852;22149;22820;23511;24223;24957;25712;26491;27293;28120;28972;29849;30864;31913;32997;34119;35279;36478;37718;39000;40326;41696;43114;44579;46094;47661;10823;11171;11531;11902;12285;12681;13089;13510;13945;14394;14857;15311;15778;16260;16756;17268;17795;18339;18899;19476;20071;20683;21315;21966;22637;12465;12923;13397;13889;14399;14927;15475;16043;16632;17243;17876;18473;19090;19727;20386;21067;21771;22498;23249;24026;24828;25657;26514;27399;28315;3774;3946;4126;4315;4512;4718;4933;5158;5393;5640;5897;6111;6333;6563;6802;7049;7305;7570;7845;8130;8425;8731;9048;9377;9717;5217;5470;5735;6013;6304;6609;6929;7265;7617;7986;8373;8711;9063;9429;9810;10206;10618;11047;11493;11957;12440;12942;13465;14009;14575
3507;42590;43634;44704;45799;46922;48072;49251;50458;51695;52962;54260;56065;57931;59858;61850;63907;66034;68231;70501;72846;75270;77774;80362;83036;85798;46252;47547;48878;50246;51652;53098;54585;56113;57683;59298;60958;63132;65383;67714;70129;72629;75219;77901;80679;83555;86535;89620;92816;96126;99553;23038;23799;24586;25398;26238;27105;28001;28926;29882;30870;31890;32829;33795;34790;35815;36869;37954;39072;40222;41406;42625;43880;45172;46502;47871;26573;27568;28599;29670;30780;31932;33127;34367;35653;36988;38372;39589;40845;42141;43478;44857;46280;47748;49262;50825;52437;54101;55817;57588;59414;7573;7959;8364;8790;9238;9708;10203;10723;11269;11843;12446;12928;13428;13948;14488;15049;15631;16236;16864;17517;18195;18899;19631;20391;21180;10923;11499;12106;12744;13416;14124;14868;15653;16478;17347;18262;19012;19793;20606;21452;22333;23251;24206;25200;26235;27312;28434;29602;30818;32084
3508;53180;54855;56582;58364;60202;62097;64053;66070;68150;70296;72510;75244;78081;81025;84080;87251;90541;93955;97497;101174;104988;108947;113055;117318;121741;60836;62828;64885;67010;69204;71470;73810;76227;78723;81301;83963;87218;90599;94112;97760;101550;105487;109576;113824;118237;122821;127582;132528;137666;143003;27606;28535;29496;30489;31516;32577;33673;34807;35979;37190;38442;39842;41293;42797;44356;45971;47645;49381;51179;53043;54975;56977;59052;61203;63432;35301;36583;37912;39290;40717;42196;43729;45318;46964;48670;50438;52245;54117;56056;58065;60145;62301;64533;66845;69240;71721;74291;76953;79710;82566;8958;9428;9923;10444;10992;11569;12176;12815;13487;14195;14940;15521;16124;16751;17402;18079;18782;19512;20270;21058;21877;22727;23611;24529;25482;14966;15778;16635;17538;18490;19493;20551;21667;22843;24083;25390;26371;27391;28449;29549;30691;31877;33109;34389;35718;37099;38533;40022;41569;43176
3509;25516;26194;26891;27606;28339;29093;29866;30660;31475;32312;33171;34433;35744;37104;38516;39982;41503;43082;44722;46424;48190;50024;51928;53904;55955;28352;29178;30027;30902;31801;32727;33680;34661;35670;36709;37778;39260;40799;42399;44062;45790;47586;49453;51392;53408;55502;57679;59941;62292;64735;13996;14408;14833;15270;15720;16183;16659;17150;17655;18176;18711;19302;19912;20541;21190;21859;22549;23262;23996;24754;25536;26343;27175;28033;28919;17514;18053;18608;19180;19770;20378;21005;21651;22317;23003;23711;24484;25282;26106;26956;27835;28742;29679;30646;31645;32676;33741;34841;35977;37149;4413;4649;4897;5159;5434;5725;6030;6353;6692;7049;7426;7694;7972;8260;8559;8868;9188;9520;9864;10220;10589;10972;11368;11779;12204;7415;7821;8249;8701;9178;9680;10211;10770;11360;11982;12638;13051;13477;13917;14372;14841;15326;15827;16344;16878;17429;17998;18586;19193;19820
3510;131511;136306;141277;146428;151768;157302;163037;168982;175144;181531;188150;196164;204520;213231;222313;231783;241655;251948;262680;273869;285534;297696;310376;323596;337380;147654;153121;158790;164669;170766;177089;183646;190445;197497;204809;212392;222231;232525;243296;254566;266358;278697;291606;305114;319248;334036;349510;365700;382640;400365;69951;72345;74821;77382;80030;82769;85602;88532;91561;94695;97936;102079;106398;110899;115591;120482;125579;130892;136429;142201;148217;154488;161024;167836;174937;88574;91719;94975;98348;101839;105455;109200;113077;117092;121249;125554;130708;136074;141660;147476;153530;159833;166395;173226;180337;187740;195447;203471;211824;220520;21932;23189;24519;25925;27411;28983;30644;32401;34259;36223;38300;39941;41652;43436;45297;47238;49262;51372;53573;55868;58262;60758;63361;66076;68906;35040;37236;39570;42050;44686;47486;50463;53626;56987;60558;64354;66965;69682;72509;75451;78512;81698;85013;88462;92051;95786;99672;103716;107924;112303
3511;42947;44954;47055;49254;51556;53965;56487;59127;61890;64782;67810;70754;73825;77030;80374;83863;87503;91301;95265;99400;103715;108217;112915;117817;122931;47723;49961;52304;54757;57325;60014;62828;65775;68860;72089;75470;79096;82896;86879;91054;95429;100014;104819;109855;115133;120665;126463;132539;138907;145581;21418;22272;23160;24083;25043;26041;27079;28159;29281;30448;31662;33334;35094;36948;38899;40953;43116;45393;47790;50314;52971;55769;58714;61815;65079;27391;28424;29495;30607;31761;32958;34201;35490;36828;38216;39657;41703;43854;46116;48495;50997;53628;56394;59303;62362;65580;68962;72520;76261;80195;6961;7340;7739;8161;8605;9073;9567;10088;10637;11216;11827;12385;12969;13580;14221;14891;15594;16329;17099;17905;18750;19634;20560;21530;22545;11071;11728;12424;13161;13943;14770;15647;16575;17559;18601;19705;20602;21539;22520;23545;24616;25736;26908;28132;29413;30751;32151;33614;35144;36743
